Boosted Post,Campaign Id,Campaign Name,Content Theme,Platform,Post Date,Post Time,Post Type,Target Audience,Clicks,Conversion Value Usd,Conversions,Cpc Usd,Ctr,Emoji Count,Engagement Rate,Engagements,Hashtag Count,Impressions,Reach,Sentiment Score,Spend Usd,Video Length Seconds,Word Count
真,CMP1017,Holiday Campaign 2025,Product Launch,Instagram,2025/6/12,1899/12/30 17:00:00,Story,"Professionals (25-54, B2B)",197,2001.22,27,0.01,0.0236,8,0.1064,562,3,8348,5284,0.55,2.51,14,46
真,CMP1012,Spring Campaign 2024,Product Launch,Instagram,2025/1/17,1899/12/30 16:00:00,Story,"Professionals (25-54, B2B)",47,337.76,3,0.02,0.0323,6,0.0642,73,10,1456,1137,0.33,0.94,30,22
真,CMP1015,Spring Campaign 2024,Promotion,Instagram,2025/4/23,1899/12/30 14:00:00,Story,"Gen X (35-50, Mixed)",119,930.41,10,0.16,0.0284,3,0.1029,310,12,4194,3014,0.51,19.34,14,41
真,CMP1012,Spring Campaign 2024,Promotion,Instagram,2025/1/8,1899/12/30 14:30:00,Story,"Gen X (35-50, Mixed)",77,190.21,4,0.09,0.052,4,0.109,119,4,1480,1092,0.8,6.84,65,37
真,CMP1014,Summer Campaign 2024,Promotion,Instagram,2025/3/27,1899/12/30 7:45:00,Story,"Gen X (35-50, Mixed)",245,3890.82,37,0.43,0.0132,3,0.0256,353,5,18571,13793,0.96,104.64,89,44
真,CMP1017,Holiday Campaign 2024,Promotion,Instagram,2025/6/12,1899/12/30 7:45:00,Story,"Gen Z (18-24, Urban)",87,680.24,15,0.08,0.0202,10,0.0588,185,14,4310,3147,0.1,6.95,36,17
真,CMP1017,Holiday Campaign 2025,Promotion,Instagram,2025/6/19,1899/12/30 10:45:00,Story,"Gen Z (18-24, Urban)",100,865.84,13,0.21,0.0484,7,0.0974,149,7,2067,1529,-0.85,20.73,15,25
真,CMP1012,Back to School Campaign 2024,Promotion,Instagram,2025/1/25,1899/12/30 14:15:00,Story,"Millennials (25-34, Suburban)",48,382.38,3,0.13,0.0228,7,0.0538,88,7,2105,1636,0.54,6.46,63,25
真,CMP1011,Fall Campaign 2025,Promotion,Instagram,2024/12/28,1899/12/30 12:00:00,Story,"Professionals (25-54, B2B)",88,621.13,5,0.7,0.0107,9,0.0348,208,2,8187,5976,-0.2,61.87,32,36
真,CMP1014,Spring Campaign 2025,User Testimonial,Instagram,2025/3/9,1899/12/30 19:15:00,Story,"Gen Z (18-24, Urban)",276,1296.72,27,0.1,0.0271,2,0.0962,738,3,10176,7671,0.46,26.41,94,9
真,CMP1016,Fall Campaign 2024,Behind-the-Scenes,Instagram,2025/5/13,1899/12/30 16:45:00,Video,"Millennials (25-34, Suburban)",306,2503.4,55,0.07,0.0308,10,0.1077,899,3,9924,8351,-0.17,21.8,10,34
真,CMP1014,Holiday Campaign 2024,Behind-the-Scenes,Instagram,2025/3/19,1899/12/30 10:15:00,Video,"Millennials (25-34, Suburban)",445,5155.17,36,0.29,0.0283,4,0.0667,803,6,15735,12040,-0.53,130.38,93,27
真,CMP1013,Fall Campaign 2025,Behind-the-Scenes,Instagram,2025/2/25,1899/12/30 21:00:00,Video,"Professionals (25-54, B2B)",138,1024.27,15,0.3,0.0259,7,0.0947,326,0,5335,3443,0.07,41.39,72,9
真,CMP1017,Fall Campaign 2025,Lifestyle,Instagram,2025/6/25,1899/12/30 20:45:00,Video,"Gen Z (18-24, Urban)",1006,13664.71,131,0.15,0.0405,0,0.1105,2405,0,24825,21761,-0.11,155.93,98,20
真,CMP1016,Summer Campaign 2024,Lifestyle,Instagram,2025/5/12,1899/12/30 12:15:00,Video,"Parents (30-45, Suburban)",45,928.7,8,1,0.0079,2,0.0325,121,6,5701,3728,-0.42,44.98,43,47
真,CMP1013,Summer Campaign 2024,Lifestyle,Instagram,2025/2/27,1899/12/30 14:00:00,Video,"Professionals (25-54, B2B)",168,2817.43,21,0.46,0.0242,8,0.0678,344,14,6932,5075,-0.27,76.73,98,50
真,CMP1015,Holiday Campaign 2024,Product Launch,Instagram,2025/4/17,1899/12/30 11:00:00,Video,"Gen Z (18-24, Urban)",134,648.22,19,0.25,0.0202,3,0.0642,316,4,6625,4922,0.49,33.06,15,21
真,CMP1013,Holiday Campaign 2024,Product Launch,Instagram,2025/2/28,1899/12/30 15:30:00,Video,"Millennials (25-34, Suburban)",246,1349.01,37,0.22,0.0222,8,0.0441,425,0,11095,9635,-0.71,54.57,78,11
真,CMP1015,Summer Campaign 2024,Product Launch,Instagram,2025/4/11,1899/12/30 8:15:00,Video,"Professionals (25-54, B2B)",36,205.41,3,0.36,0.0111,2,0.0551,118,3,3239,2142,-0.2,13.1,67,23
真,CMP1012,Back to School Campaign 2024,User Testimonial,Instagram,2025/1/5,1899/12/30 9:15:00,Video,"Gen Z (18-24, Urban)",207,506.98,32,0.04,0.0199,7,0.0714,504,15,10395,7057,0.4,8.35,54,20
真,CMP1012,Summer Campaign 2024,User Testimonial,Instagram,2025/1/28,1899/12/30 9:00:00,Video,"Gen Z (18-24, Urban)",198,1164.52,26,0.07,0.023,0,0.0941,618,13,8617,6568,-0.1,14.37,33,8
真,CMP1014,Spring Campaign 2025,User Testimonial,Instagram,2025/3/19,1899/12/30 17:00:00,Video,"Parents (30-45, Suburban)",350,1504.63,56,0.1,0.0351,6,0.0853,511,5,9960,5992,0.17,35.99,120,26
真,CMP1016,Fall Campaign 2024,Behind-the-Scenes,LinkedIn,2025/5/28,1899/12/30 11:30:00,Carousel,"Gen X (35-50, Mixed)",83,1292.3,15,0.15,0.0159,0,0.0529,214,2,5209,4046,0.18,12.82,0,24
真,CMP1017,Summer Campaign 2025,Behind-the-Scenes,LinkedIn,2025/6/12,1899/12/30 21:00:00,Carousel,"Parents (30-45, Suburban)",603,14625.33,103,0.08,0.0616,5,0.113,918,10,9788,8122,-0.09,50.86,0,16
真,CMP1015,Spring Campaign 2024,Behind-the-Scenes,LinkedIn,2025/4/4,1899/12/30 16:15:00,Carousel,"Professionals (25-54, B2B)",96,398.39,13,0.39,0.0132,4,0.0287,141,12,7255,4915,0.09,37.57,0,26
真,CMP1013,Spring Campaign 2025,Behind-the-Scenes,LinkedIn,2025/2/24,1899/12/30 17:30:00,Carousel,"Professionals (25-54, B2B)",47,357.42,3,0.28,0.0052,10,0.0274,154,10,8990,5611,-1,13.06,0,16
真,CMP1011,Back to School Campaign 2024,Lifestyle,LinkedIn,2024/12/9,1899/12/30 9:15:00,Carousel,"Parents (30-45, Suburban)",229,4642.22,41,0.11,0.0242,10,0.0614,485,2,9454,7897,0.49,26.05,0,18
真,CMP1012,Spring Campaign 2024,Lifestyle,LinkedIn,2025/1/22,1899/12/30 17:00:00,Carousel,"Parents (30-45, Suburban)",211,4489.63,32,0.01,0.0232,2,0.0824,484,12,9099,5873,0.25,1.55,0,34
真,CMP1014,Spring Campaign 2024,Lifestyle,LinkedIn,2025/3/21,1899/12/30 21:00:00,Carousel,"Parents (30-45, Suburban)",591,3076.96,32,0.39,0.0214,6,0.0441,926,3,27681,20998,-0.2,227.86,0,49
真,CMP1014,Fall Campaign 2024,Product Launch,LinkedIn,2025/3/3,1899/12/30 13:15:00,Carousel,"Gen Z (18-24, Urban)",399,1535.21,37,0.07,0.0403,10,0.1096,764,5,9908,6972,0.9,28.38,0,17
真,CMP1014,Spring Campaign 2024,Product Launch,LinkedIn,2025/3/4,1899/12/30 8:30:00,Carousel,"Gen Z (18-24, Urban)",389,1679.29,55,0.03,0.04,6,0.1001,712,4,9726,7112,1,10.27,0,41
真,CMP1012,Summer Campaign 2025,Product Launch,LinkedIn,2025/1/27,1899/12/30 8:30:00,Carousel,"Gen Z (18-24, Urban)",133,821.54,24,0.05,0.0129,1,0.0273,193,4,10331,7058,-0.21,6.66,0,10
真,CMP1014,Back to School Campaign 2025,Promotion,LinkedIn,2025/3/8,1899/12/30 9:00:00,Carousel,"Gen X (35-50, Mixed)",835,741.99,54,0.2,0.0571,6,0.1158,1284,13,14628,11092,0.17,167.04,0,17
真,CMP1015,Summer Campaign 2025,Promotion,LinkedIn,2025/4/26,1899/12/30 16:30:00,Carousel,"Gen X (35-50, Mixed)",235,1637.32,11,0.06,0.0257,9,0.0872,623,15,9134,7143,0.05,13.34,0,15
真,CMP1016,Fall Campaign 2025,Promotion,LinkedIn,2025/5/22,1899/12/30 16:30:00,Carousel,"Millennials (25-34, Suburban)",132,1721.13,22,0.07,0.0274,5,0.0666,217,11,4826,3258,0.87,9.56,0,27
真,CMP1012,Fall Campaign 2024,User Testimonial,LinkedIn,2025/1/1,1899/12/30 16:45:00,Carousel,"Gen X (35-50, Mixed)",243,3174.34,38,0.06,0.0363,0,0.1148,635,14,6701,5532,-0.62,14.04,0,49
真,CMP1015,Holiday Campaign 2025,User Testimonial,LinkedIn,2025/4/1,1899/12/30 16:00:00,Carousel,"Gen X (35-50, Mixed)",146,3304.09,25,0.04,0.0197,5,0.0601,270,15,7397,4490,-0.3,5.35,0,22
真,CMP1016,Fall Campaign 2025,User Testimonial,LinkedIn,2025/5/1,1899/12/30 15:00:00,Carousel,"Gen Z (18-24, Urban)",38,645.95,7,0.31,0.0076,5,0.0391,118,10,4985,3017,-0.15,11.89,0,30
真,CMP1013,Spring Campaign 2025,User Testimonial,LinkedIn,2025/2/4,1899/12/30 13:45:00,Carousel,"Gen Z (18-24, Urban)",65,108.94,3,0.5,0.01,6,0.0218,99,4,6494,4547,0.03,32.8,0,22
真,CMP1015,Holiday Campaign 2025,User Testimonial,LinkedIn,2025/4/27,1899/12/30 21:00:00,Carousel,"Parents (30-45, Suburban)",107,1117.5,10,0.36,0.0257,6,0.0914,319,3,4171,3490,0.31,38.83,0,19
真,CMP1015,Fall Campaign 2025,Behind-the-Scenes,LinkedIn,2025/4/3,1899/12/30 6:45:00,Image,"Gen Z (18-24, Urban)",543,4962.19,35,0.02,0.0541,4,0.1161,971,7,10037,8366,0.29,12.96,0,36
真,CMP1015,Fall Campaign 2024,Behind-the-Scenes,LinkedIn,2025/4/10,1899/12/30 18:45:00,Image,"Millennials (25-34, Suburban)",196,1890.77,18,0.09,0.0195,9,0.0554,398,8,10046,7182,0.28,18.06,0,30
真,CMP1015,Back to School Campaign 2025,Behind-the-Scenes,LinkedIn,2025/4/9,1899/12/30 9:45:00,Image,"Parents (30-45, Suburban)",276,5515.61,41,0.75,0.0144,7,0.0439,629,10,19103,14335,0.85,205.84,0,23
真,CMP1015,Fall Campaign 2025,Behind-the-Scenes,LinkedIn,2025/4/17,1899/12/30 14:00:00,Image,"Parents (30-45, Suburban)",116,1224.73,11,0.12,0.0162,1,0.0403,198,4,7139,4908,1,13.81,0,19
真,CMP1014,Holiday Campaign 2025,Behind-the-Scenes,LinkedIn,2025/3/27,1899/12/30 9:45:00,Image,"Parents (30-45, Suburban)",19,334.27,3,0.2,0.0241,2,0.0809,39,5,790,482,-0.73,3.73,0,21
真,CMP1014,Holiday Campaign 2025,Lifestyle,LinkedIn,2025/3/27,1899/12/30 23:15:00,Image,"Gen X (35-50, Mixed)",193,1539.24,24,0.09,0.0237,4,0.0777,515,1,8145,6627,-0.33,17.61,0,14
真,CMP1011,Holiday Campaign 2025,Product Launch,LinkedIn,2024/12/9,1899/12/30 10:30:00,Image,"Gen Z (18-24, Urban)",66,450.15,6,0.81,0.0066,10,0.0231,160,3,9941,6935,0.27,53.68,0,11
真,CMP1011,Fall Campaign 2025,Product Launch,LinkedIn,2024/12/15,1899/12/30 19:45:00,Image,"Parents (30-45, Suburban)",363,3715.58,28,0.21,0.032,4,0.1092,837,13,11353,7664,0.27,76.5,0,41
真,CMP1012,Holiday Campaign 2024,Product Launch,LinkedIn,2025/1/28,1899/12/30 9:30:00,Image,"Parents (30-45, Suburban)",326,2538.89,57,0.09,0.0394,1,0.0935,526,11,8279,5625,0.1,28.48,0,42
真,CMP1014,Fall Campaign 2025,Promotion,LinkedIn,2025/3/6,1899/12/30 10:45:00,Image,"Millennials (25-34, Suburban)",196,255.13,21,0.15,0.0273,1,0.0529,330,0,7181,6240,1,29.03,0,43
真,CMP1016,Holiday Campaign 2024,Promotion,LinkedIn,2025/5/11,1899/12/30 17:45:00,Image,"Millennials (25-34, Suburban)",176,1758.82,22,0.05,0.0352,10,0.0961,294,3,5001,3059,0.57,8.23,0,35
真,CMP1015,Back to School Campaign 2025,Promotion,LinkedIn,2025/4/1,1899/12/30 18:00:00,Image,"Professionals (25-54, B2B)",350,406.9,34,0.21,0.0354,10,0.1106,711,12,9899,6427,0.59,72.77,0,24
真,CMP1013,Fall Campaign 2024,Promotion,LinkedIn,2025/2/9,1899/12/30 22:15:00,Image,"Professionals (25-54, B2B)",164,1531.73,29,0.44,0.014,10,0.0433,390,0,11733,9000,-0.8,71.37,0,44
真,CMP1016,Holiday Campaign 2025,User Testimonial,LinkedIn,2025/5/15,1899/12/30 8:15:00,Image,"Gen X (35-50, Mixed)",53,279.42,7,0.45,0.0168,0,0.035,90,1,3163,2575,-0.2,23.6,0,39
真,CMP1016,Back to School Campaign 2024,User Testimonial,LinkedIn,2025/5/22,1899/12/30 9:45:00,Image,"Millennials (25-34, Suburban)",193,1110.4,20,0.13,0.0338,8,0.0743,297,10,5711,3999,0.44,25.65,0,22
真,CMP1017,Back to School Campaign 2025,Behind-the-Scenes,LinkedIn,2025/6/1,1899/12/30 21:15:00,Reel,"Gen X (35-50, Mixed)",255,2265.71,21,0.27,0.0318,1,0.0787,512,6,8016,6506,0.67,68.98,75,6
真,CMP1012,Back to School Campaign 2025,Behind-the-Scenes,LinkedIn,2025/1/12,1899/12/30 19:30:00,Reel,"Gen X (35-50, Mixed)",37,580.54,4,1.01,0.0185,8,0.0649,112,4,2004,1726,-0.83,37.28,22,10
真,CMP1010,Fall Campaign 2024,Behind-the-Scenes,LinkedIn,2024/11/13,1899/12/30 8:00:00,Reel,"Gen Z (18-24, Urban)",393,2820.51,54,0.32,0.0282,10,0.087,1049,1,13922,12061,0.56,124.38,6,46
真,CMP1015,Fall Campaign 2024,Behind-the-Scenes,LinkedIn,2025/4/5,1899/12/30 16:45:00,Reel,"Millennials (25-34, Suburban)",754,9414.64,64,0.3,0.0283,10,0.0572,1271,4,26610,22205,0.24,223.44,50,20
真,CMP1013,Holiday Campaign 2025,Behind-the-Scenes,LinkedIn,2025/2/28,1899/12/30 21:15:00,Reel,"Parents (30-45, Suburban)",448,5955.95,75,0.21,0.0267,8,0.0717,785,7,16810,10941,0.6,94.1,63,18
真,CMP1017,Back to School Campaign 2025,Behind-the-Scenes,LinkedIn,2025/6/12,1899/12/30 22:00:00,Reel,"Professionals (25-54, B2B)",92,574.24,5,0.16,0.0143,3,0.058,245,4,6412,4222,-0.07,14.46,107,47
真,CMP1011,Fall Campaign 2024,Lifestyle,LinkedIn,2024/12/24,1899/12/30 8:45:00,Reel,"Parents (30-45, Suburban)",173,1192.74,17,0.67,0.0167,8,0.0347,262,2,10338,7556,0.11,115.2,46,14
真,CMP1011,Holiday Campaign 2024,Product Launch,LinkedIn,2024/12/13,1899/12/30 15:45:00,Reel,"Gen Z (18-24, Urban)",413,5713.63,60,0.43,0.0352,0,0.1101,854,3,11737,7760,-0.27,179.51,54,26
真,CMP1011,Fall Campaign 2024,Product Launch,LinkedIn,2024/12/24,1899/12/30 13:30:00,Reel,"Parents (30-45, Suburban)",98,1449.32,15,0.43,0.0124,10,0.0225,152,6,7892,6764,-0.45,41.86,105,49
真,CMP1014,Holiday Campaign 2024,Product Launch,LinkedIn,2025/3/26,1899/12/30 15:45:00,Reel,"Parents (30-45, Suburban)",158,2496.35,17,0.35,0.0204,9,0.042,268,1,7763,6374,0.07,55.29,75,35
真,CMP1011,Fall Campaign 2025,Product Launch,LinkedIn,2024/12/27,1899/12/30 15:30:00,Reel,"Professionals (25-54, B2B)",304,199.84,19,0.04,0.03,2,0.0485,437,4,10145,9004,0.49,11.63,24,5
真,CMP1012,Summer Campaign 2025,Promotion,LinkedIn,2025/1/11,1899/12/30 11:45:00,Reel,"Gen X (35-50, Mixed)",77,555.27,5,0.33,0.0482,3,0.103,119,6,1597,1155,0.06,25.03,39,21
真,CMP1014,Spring Campaign 2024,Promotion,LinkedIn,2025/3/2,1899/12/30 21:45:00,Reel,"Gen Z (18-24, Urban)",344,5930.51,59,0,0.0379,10,0.0902,590,5,9069,6543,1,0.49,87,15
真,CMP1014,Spring Campaign 2025,Promotion,LinkedIn,2025/3/9,1899/12/30 21:30:00,Reel,"Gen Z (18-24, Urban)",314,4318.79,36,0.02,0.0473,6,0.1063,553,5,6638,5203,0.21,5.52,120,44
真,CMP1014,Back to School Campaign 2024,Promotion,LinkedIn,2025/3/26,1899/12/30 15:45:00,Reel,"Millennials (25-34, Suburban)",286,1532.35,47,0.4,0.0368,1,0.1164,710,9,7779,6101,-0.04,114.12,8,26
真,CMP1010,Holiday Campaign 2025,Promotion,LinkedIn,2024/11/10,1899/12/30 11:00:00,Reel,"Professionals (25-54, B2B)",138,871.8,10,0.18,0.0218,8,0.1191,459,2,6329,3854,-0.16,24.56,45,19
真,CMP1016,Summer Campaign 2025,Promotion,LinkedIn,2025/5/24,1899/12/30 19:30:00,Reel,"Professionals (25-54, B2B)",202,1957.3,29,0.95,0.0088,3,0.0462,658,1,23061,14257,-0.71,191.21,85,40
真,CMP1017,Fall Campaign 2024,User Testimonial,LinkedIn,2025/6/2,1899/12/30 22:15:00,Reel,"Gen Z (18-24, Urban)",365,3668.21,55,0.21,0.025,4,0.083,986,3,14622,11881,0.86,75.63,120,47
真,CMP1011,Fall Campaign 2024,User Testimonial,LinkedIn,2024/12/11,1899/12/30 14:30:00,Reel,"Millennials (25-34, Suburban)",210,1635.48,26,0.08,0.0408,8,0.1174,455,4,5147,3875,0.18,17.29,17,17
真,CMP1012,Holiday Campaign 2025,User Testimonial,LinkedIn,2025/1/10,1899/12/30 17:45:00,Reel,"Millennials (25-34, Suburban)",197,1444.71,10,0,0.0512,4,0.0932,292,12,3849,3133,-0.74,0.54,51,36
真,CMP1012,Summer Campaign 2024,User Testimonial,LinkedIn,2025/1/23,1899/12/30 14:45:00,Reel,"Millennials (25-34, Suburban)",220,3657.28,43,0.11,0.0339,10,0.1022,475,3,6492,4649,0.32,23.99,56,8
真,CMP1016,Fall Campaign 2024,Behind-the-Scenes,LinkedIn,2025/5/4,1899/12/30 7:15:00,Story,"Gen Z (18-24, Urban)",242,413.94,12,0,0.0346,6,0.0993,446,0,6986,4493,-0.27,0.23,35,26
真,CMP1014,Holiday Campaign 2024,Behind-the-Scenes,LinkedIn,2025/3/20,1899/12/30 23:30:00,Story,"Millennials (25-34, Suburban)",106,134.49,7,0.21,0.0256,10,0.0714,261,6,4146,3655,0.02,21.99,112,43
真,CMP1016,Fall Campaign 2024,Behind-the-Scenes,LinkedIn,2025/5/18,1899/12/30 22:45:00,Story,"Professionals (25-54, B2B)",61,416.38,3,0.12,0.0244,6,0.0404,90,13,2503,2227,-0.73,7.46,32,13
真,CMP1011,Fall Campaign 2024,Lifestyle,LinkedIn,2024/12/12,1899/12/30 8:00:00,Story,"Gen X (35-50, Mixed)",32,418.64,5,0.6,0.0127,7,0.0367,57,7,2511,1554,1,19.19,28,13
真,CMP1015,Fall Campaign 2024,Lifestyle,LinkedIn,2025/4/27,1899/12/30 22:15:00,Story,"Gen Z (18-24, Urban)",128,1038.98,8,0.2,0.0195,7,0.0505,207,5,6563,4103,-0.3,25.02,92,21
真,CMP1014,Spring Campaign 2025,Lifestyle,LinkedIn,2025/3/8,1899/12/30 16:15:00,Story,"Millennials (25-34, Suburban)",97,1134.18,9,0.01,0.0188,2,0.0649,272,2,5165,4193,0.98,1.31,6,22
真,CMP1011,Holiday Campaign 2025,Lifestyle,LinkedIn,2024/12/3,1899/12/30 6:45:00,Story,"Professionals (25-54, B2B)",265,7447.35,51,0.06,0.0275,2,0.1068,793,1,9640,7428,-0.05,15.32,120,34
真,CMP1017,Spring Campaign 2025,Product Launch,LinkedIn,2025/6/17,1899/12/30 13:45:00,Story,"Gen X (35-50, Mixed)",40,322.5,5,0.06,0.0201,2,0.0905,110,1,1986,1215,-0.1,2.23,68,27
真,CMP1011,Spring Campaign 2025,Product Launch,LinkedIn,2024/12/4,1899/12/30 13:45:00,Story,"Gen X (35-50, Mixed)",183,2864.19,36,0.32,0.0143,9,0.0416,407,15,12782,9793,0.15,59.35,106,27
真,CMP1011,Summer Campaign 2024,Product Launch,LinkedIn,2024/12/11,1899/12/30 17:30:00,Story,"Gen X (35-50, Mixed)",1335,21624.05,193,0.22,0.0421,7,0.0973,2684,11,31705,27573,0.66,296.46,69,24
真,CMP1017,Fall Campaign 2024,Product Launch,LinkedIn,2025/6/28,1899/12/30 7:30:00,Story,"Gen Z (18-24, Urban)",74,284.19,6,1.13,0.0129,3,0.0409,158,3,5717,3864,0.44,83.58,93,13
真,CMP1011,Holiday Campaign 2025,Product Launch,LinkedIn,2024/12/3,1899/12/30 10:00:00,Story,"Professionals (25-54, B2B)",317,2674.66,52,0.05,0.0396,0,0.0994,625,7,7999,6290,0.1,14.88,49,38
真,CMP1015,Spring Campaign 2024,Product Launch,LinkedIn,2025/4/15,1899/12/30 7:30:00,Story,"Professionals (25-54, B2B)",416,883.87,57,0.03,0.0409,2,0.0951,757,11,10183,7958,0.63,11.78,8,16
真,CMP1011,Fall Campaign 2024,Promotion,LinkedIn,2024/12/1,1899/12/30 20:45:00,Story,"Gen X (35-50, Mixed)",190,264.95,20,0.2,0.0472,10,0.1005,286,8,4022,2847,0.87,38.04,81,10
真,CMP1015,Back to School Campaign 2025,Promotion,LinkedIn,2025/4/25,1899/12/30 13:45:00,Story,"Gen Z (18-24, Urban)",64,328.61,9,0.33,0.0133,9,0.0662,207,9,4813,3129,0.29,21.25,99,40
真,CMP1012,Spring Campaign 2025,Promotion,LinkedIn,2025/1/2,1899/12/30 16:45:00,Story,"Gen Z (18-24, Urban)",173,1007.23,9,0.13,0.0236,0,0.0665,372,10,7326,5594,-0.44,23.24,42,14
真,CMP1011,Holiday Campaign 2024,User Testimonial,LinkedIn,2024/12/16,1899/12/30 11:45:00,Story,"Gen X (35-50, Mixed)",462,4954.62,44,0.06,0.0445,2,0.1004,937,3,10371,9330,-0.11,26.17,6,48
真,CMP1017,Holiday Campaign 2025,User Testimonial,LinkedIn,2025/6/25,1899/12/30 23:15:00,Story,"Gen X (35-50, Mixed)",201,1302.09,16,0.1,0.0275,5,0.0638,305,0,7313,4778,0.55,19.72,19,49
真,CMP1016,Fall Campaign 2024,User Testimonial,LinkedIn,2025/5/21,1899/12/30 8:00:00,Story,"Parents (30-45, Suburban)",83,2020.52,14,0.16,0.0487,6,0.1088,164,0,1704,1507,0.97,13.47,12,24
真,CMP1017,Fall Campaign 2025,User Testimonial,LinkedIn,2025/6/11,1899/12/30 10:15:00,Story,"Professionals (25-54, B2B)",70,416,4,0.51,0.0085,3,0.0342,191,11,8236,5588,1,35.42,114,11
真,CMP1013,Holiday Campaign 2024,Behind-the-Scenes,LinkedIn,2025/2/27,1899/12/30 15:00:00,Video,"Gen X (35-50, Mixed)",265,1329.89,25,0.16,0.0328,2,0.0862,506,3,8080,5870,0.44,41.87,23,26
真,CMP1015,Back to School Campaign 2025,Behind-the-Scenes,LinkedIn,2025/4/12,1899/12/30 14:00:00,Video,"Professionals (25-54, B2B)",262,2490.04,41,0.06,0.024,9,0.0496,386,12,10902,7784,0.56,14.61,114,32
真,CMP1014,Holiday Campaign 2025,Behind-the-Scenes,LinkedIn,2025/3/5,1899/12/30 20:30:00,Video,"Professionals (25-54, B2B)",944,3748.81,136,0.13,0.0506,2,0.0876,1457,2,18657,16632,0.85,118.48,97,50
真,CMP1013,Spring Campaign 2025,Lifestyle,LinkedIn,2025/2/4,1899/12/30 21:45:00,Video,"Gen Z (18-24, Urban)",354,4071.34,48,0.23,0.0229,5,0.0629,696,1,15461,11062,0.73,80.9,77,26
真,CMP1013,Back to School Campaign 2025,Lifestyle,LinkedIn,2025/2/19,1899/12/30 10:00:00,Video,"Millennials (25-34, Suburban)",657,1351.4,121,0.41,0.0285,1,0.0631,1015,8,23064,16084,-0.22,267.87,116,43
真,CMP1013,Holiday Campaign 2025,Lifestyle,LinkedIn,2025/2/10,1899/12/30 23:45:00,Video,"Parents (30-45, Suburban)",221,3229.02,29,0.08,0.0577,7,0.1192,386,6,3832,3239,0.37,17.68,62,17
真,CMP1016,Spring Campaign 2024,Lifestyle,LinkedIn,2025/5/14,1899/12/30 14:00:00,Video,"Parents (30-45, Suburban)",741,3491.16,102,0.14,0.0515,10,0.1128,1424,3,14399,12624,0.49,102.69,111,21
真,CMP1014,Spring Campaign 2025,Lifestyle,LinkedIn,2025/3/22,1899/12/30 7:45:00,Video,"Parents (30-45, Suburban)",157,1975.42,21,0.18,0.017,8,0.0887,524,3,9230,5906,-1,28.73,9,35
真,CMP1013,Holiday Campaign 2025,Product Launch,LinkedIn,2025/2/24,1899/12/30 8:15:00,Video,"Gen Z (18-24, Urban)",265,2534,41,0.15,0.0221,0,0.0494,426,9,12007,8625,0.06,39.63,30,30
真,CMP1012,Spring Campaign 2024,Product Launch,LinkedIn,2025/1/20,1899/12/30 13:30:00,Video,"Gen Z (18-24, Urban)",399,5731.21,40,0.14,0.0318,3,0.0967,807,5,12547,8345,-0.13,56.37,45,28
真,CMP1015,Back to School Campaign 2025,Product Launch,LinkedIn,2025/4/2,1899/12/30 8:15:00,Video,"Parents (30-45, Suburban)",98,1511.81,16,0.03,0.0276,0,0.0937,276,1,3548,2945,0.01,3.28,22,37
真,CMP1012,Spring Campaign 2024,Promotion,LinkedIn,2025/1/13,1899/12/30 22:00:00,Video,"Parents (30-45, Suburban)",169,4194.85,31,0.16,0.0191,10,0.0386,285,9,8860,7381,-0.12,26.6,88,48
真,CMP1011,Spring Campaign 2025,Promotion,LinkedIn,2024/12/10,1899/12/30 18:45:00,Video,"Parents (30-45, Suburban)",63,199.83,8,0.69,0.0076,10,0.0214,125,1,8312,5828,0.14,43.62,114,25
真,CMP1017,Holiday Campaign 2024,Promotion,LinkedIn,2025/6/19,1899/12/30 17:00:00,Video,"Professionals (25-54, B2B)",213,1123.39,20,0.16,0.0223,7,0.0433,365,7,9565,8433,0.79,34.52,55,28
真,CMP1013,Spring Campaign 2025,Promotion,LinkedIn,2025/2/20,1899/12/30 8:30:00,Video,"Professionals (25-54, B2B)",95,1108.54,8,0.14,0.0329,0,0.1019,178,3,2889,1746,0.14,13.66,111,9
真,CMP1017,Back to School Campaign 2025,User Testimonial,LinkedIn,2025/6/1,1899/12/30 10:15:00,Video,"Gen Z (18-24, Urban)",273,996.35,22,0.06,0.0351,0,0.0841,409,11,7778,4864,-0.62,15.59,16,8
真,CMP1011,Fall Campaign 2025,User Testimonial,LinkedIn,2024/12/8,1899/12/30 13:15:00,Video,"Gen Z (18-24, Urban)",382,1907.38,21,0.26,0.0305,4,0.0547,578,7,12537,10562,0.38,97.98,31,38
真,CMP1012,Holiday Campaign 2024,User Testimonial,LinkedIn,2025/1/16,1899/12/30 23:15:00,Video,"Parents (30-45, Suburban)",39,164.76,7,2.74,0.0067,7,0.0202,93,13,5823,4609,0.72,106.95,23,46
真,CMP1015,Back to School Campaign 2024,Behind-the-Scenes,TikTok,2025/4/4,1899/12/30 15:15:00,Carousel,"Gen X (35-50, Mixed)",361,2559.12,30,0.06,0.0331,0,0.0889,865,13,10909,9733,0.01,23.15,0,36
真,CMP1017,Back to School Campaign 2024,Behind-the-Scenes,TikTok,2025/6/20,1899/12/30 14:30:00,Carousel,"Millennials (25-34, Suburban)",435,546.91,46,0.28,0.0315,6,0.0644,713,7,13788,11068,-0.04,120.43,0,13
